PLAYER,AVG_Birdies,# OF BIRDIES,AVG_Driv,TOTAL DISTANCE,TOTAL DRIVES,RANK,Avg Score,TOTAL STROKES,TOTAL ADJUSTMENT,AVG_SG:Tot,TOTAL SG:T,TOTAL SG:T2G,TOTAL SG:P,MEASURED ROUNDS,AVG_SGAppr,TOTAL SG:APP,MEASURED ROUNDS_SGAppr,%_GIReg,GREENS HIT,# HOLES,RELATIVE/PAR,AVG_PUT,TOTAL SG:PUTTING,MEASURED ROUNDS_PUT,%_Scram,PAR OR BETTER,MISSED GIR,%_Driv_Acc,FAIRWAYS HIT,POSSIBLE FAIRWAYS,Overall_Acc,AVG_SG_Driv
Taylor Moore,3.65,369,305.3,49454,162,64,70.56,7103,23.527,0.349,28.281,-5.243,33.527,81,-0.264,-19.284,73,0.6529,952,1458,-0.28,0.076,5.553,73,59.68%,302,506,0.5590999999999999,781,1397,0.36503639,-0.0647283950617284
Alex Noren,3.64,335,295.5,40775,138,50,70.422,6444,34.838,0.601,43.884,9.215,34.672,73,0.286,17.168,60,0.6828,848,1242,-0.27,0.213,12.753,60,67.26%,265,394,0.5495,700,1274,0.3751986,0.12623287671232877
Maverick McNealy,3.62,228,303.8,44352,146,56,70.509,4412,30.091,0.227,11.116,-35.704,46.822,49,-0.156,-10.793,69,0.6583,865,1314,-0.33,0.383,26.42,69,64.59%,290,449,0.5467,474,867,0.35989261,-0.7286530612244898
Tyson Alexander,3.61,343,302.8,33313,110,170,71.87,6750,77.644,-0.952,-66.639,-46.149,-20.488,70,-0.515,-25.737,50,0.6212,615,990,-0.3,0.31,15.489,50,56.27%,211,375,0.5329999999999999,702,1317,0.33109959999999994,-0.6592714285714286
Kurt Kitayama,3.61,260,305.9,40994,134,59,70.534,5087,-8.525,0.125,6.871,15.082,-8.209,55,0.365,21.176,58,0.665,802,1206,-0.29,-0.353,-20.463,58,61.63%,249,404,0.5146000000000001,511,993,0.34220900000000004,0.2742181818181818
Matt NeSmith,3.61,357,297.7,34236,115,92,70.87,6955,61.092,0.091,7.632,18.585,-10.947,84,-0.126,-6.697,53,0.6925,723,1044,-0.24,-0.211,-11.173,53,57.94%,186,321,0.6227,855,1373,0.43121975,0.22125
Michael Kim,3.59,348,302.6,36615,121,82,70.764,6808,56.108,0.35,24.145,17.642,6.507,69,0.132,6.889,52,0.684,751,1098,-0.3,0.073,3.796,52,57.06%,198,347,0.5861,786,1341,0.4008924,0.25568115942028985
Joel Dahmen,3.58,329,293.9,39971,136,97,70.951,6492,35.501,-0.186,-13.556,30.501,-44.051,73,0.389,22.941,59,0.7026,860,1224,-0.25,-0.624,-36.822,59,58.79%,214,364,0.6312,801,1269,0.44348112,0.4178219178082192
Ben Taylor,3.58,380,300.6,27652,92,141,71.486,7512,65.54,-0.122,-10.41,-42.782,32.38,85,-0.782,-35.192,45,0.6196,513,828,-0.27,0.066,2.973,45,52.38%,165,315,0.5044,739,1465,0.31252624,-0.5033176470588235
Harris English,3.55,344,299.4,44906,150,48,70.414,6800,30.178,0.516,42.327,2.312,40.02,82,-0.266,-17.262,65,0.64,864,1350,-0.3,0.503,32.688,65,62.35%,303,486,0.6207,838,1350,0.39724800000000005,0.02819512195121951
Billy Horschel,3.55,227,299.4,45502,152,108,71.042,4537,9.657,0.028,1.458,-15.794,17.256,53,0.007,0.441,67,0.6645,909,1368,-0.3,0.442,29.631,67,63.62%,292,459,0.6256,558,892,0.4157112,-0.298
Matt Wallace,3.54,297,299.3,35920,120,101,70.98,5942,20.308,-0.052,-3.494,-1.503,-1.987,67,0.265,14.598,55,0.6981,754,1080,-0.28,0.131,7.185,55,61.96%,202,326,0.5484,634,1156,0.38283804000000005,-0.02243283582089552
Christiaan Bezuidenhout,3.52,313,290.7,44184,152,79,70.747,6242,54.441,0.215,17.001,-1.848,18.856,79,0.237,17.078,72,0.6206,849,1368,-0.31,0.459,33.062,72,64.93%,337,519,0.6145,762,1240,0.38135870000000005,-0.02339240506329114
Hayden Buckley,3.49,293,296.4,33784,114,94,70.887,5905,49.522,0.023,1.526,-1.793,3.326,65,-0.401,-21.269,53,0.6579,675,1026,-0.26,-0.113,-5.987,53,58.69%,206,351,0.6509,759,1166,0.42822711,-0.027584615384615385
Shane Lowry,3.48,216,300.4,42049,140,28,70.132,4367,-18.811,0.822,46.059,52.463,-6.4,56,0.531,32.407,61,0.6698000000000001,844,1260,-0.3,-0.076,-4.657,61,58.65%,244,416,0.64,553,864,0.42867200000000005,0.9368392857142858
Chez Reavie,3.47,333,286.1,29755,104,154,71.596,6799,74.189,-0.199,-16.935,-6.375,-10.556,85,0.531,24.951,47,0.687,643,936,-0.25,-0.404,-18.978,47,60.07%,176,293,0.6579999999999999,883,1342,0.452046,-0.075
Henrik Norlander,3.46,315,293.2,25799,88,140,71.484,6414,91.055,-0.424,-28.857,-9.87,-18.982,68,0.498,17.918,36,0.7071,560,792,-0.28,-0.305,-10.98,36,66.38%,154,232,0.621,788,1269,0.4391091,-0.1451470588235294
Kevin Streelman,3.43,329,294.8,29771,101,115,71.149,6791,39.313,0.166,14.113,24.158,-10.039,85,-0.044,-2.029,46,0.6678000000000001,613,918,-0.28,-0.323,-14.854,46,55.74%,170,305,0.5982999999999999,794,1327,0.39954474,0.2842117647058824
Lanto Griffin,3.42,195,305.3,31754,104,166,71.754,4038,51.965,-0.295,-13.27,-15.122,1.855,45,0.11,5.184,47,0.7073,662,936,-0.27,-0.202,-9.496,47,54.74%,150,274,0.6365,506,795,0.45019644999999997,-0.3360444444444444
Nico Echavarria,3.41,266,294.4,37686,128,153,71.586,5524,59.745,-0.931,-51.195,-42.1,-9.092,55,-0.21,-11.55,55,0.6875,792,1152,-0.29,-0.106,-5.817,55,56.94%,205,360,0.5967,645,1081,0.41023125,-0.7654545454545455
Ryan Brehm,3.4,292,306.7,28212,92,190,72.61,6153,91.464,-1.159,-77.64,-91.82,14.181,67,-0.526,-20.503,39,0.6473,536,828,-0.24,-0.36,-14.044,39,54.45%,159,292,0.48960000000000004,589,1203,0.31691808,-1.3704477611940298
Kevin Tway,3.4,343,307.2,27030,88,123,71.279,7102,97.191,-0.231,-18.476,-19.968,1.494,80,-0.499,-17.974,36,0.6894,546,792,-0.29,0.349,12.55,36,60.57%,149,246,0.5259,740,1407,0.36255546000000005,-0.2496
Lee Hodges,3.38,362,294.7,43021,146,71,70.623,7525,31.665,0.431,38.34,23.67,14.677,89,0.223,15.367,69,0.6522,857,1314,-0.25,-0.252,-17.357,69,60.61%,277,457,0.6014,890,1480,0.39223308,0.2659550561797753
Zach Johnson,3.16,215,284.3,25016,88,122,71.274,4825,21.657,-0.429,-24.008,-30.096,6.092,56,-0.165,-6.602,40,0.6679,529,792,-0.25,0.475,18.995,40,61.22%,161,263,0.6586,623,946,0.43987894,-0.5374285714285715
